date_key,team_id,away_team_id,attendance,games_that_date,day_night,day_of_week,day_of_week_num,month_name,month_num,week_of_season,is_weekend,is_holiday,holiday,homestand_id,homestand_game_index,homestand_length,days_since_last_home_date,home_win_pct,away_win_pct,weather_group,weather_condition,temp_f,wind_mph,is_wet,has_giveaway,giveaway_count,giveaway_item,homestand_has_giveaway,games_from_giveaway,analysis_eligible,predicted_attendance,residual,vs_expected,vs_expected_pct,giveaway_label,temp_band,temp_band_num,control_status,control_status_order,offset_label
20260729,238,400,3960.0,1,night,Wednesday,2,July,7,18,0,0,,238-9,2,6,1.0,0.529,0.608,Cloudy,Partly Cloudy,99.0,11,0,0,0,,1,-2.0,1,3973.0,-0.0032,-13.0,-0.32,No giveaway,85F+,4,Adjacent to a giveaway,1,-2 games
20260730,238,400,4087.0,1,night,Thursday,3,July,7,18,0,0,,238-9,3,6,1.0,0.534,0.602,Clear,Clear,100.0,6,0,0,0,,1,-1.0,1,4256.0,-0.0404,-169.0,-3.96,No giveaway,85F+,4,Adjacent to a giveaway,1,-1 games
20260731,238,400,8988.0,1,night,Friday,4,July,7,19,1,0,,238-9,4,6,1.0,0.538,0.596,Clear,Clear,102.0,12,0,1,1,"Harry Potter scarf, first 1000 fans",1,0.0,1,5716.0,0.4527,3272.0,57.25,Giveaway,85F+,4,Giveaway,0,Giveaway
20260801,238,400,7586.0,1,night,Saturday,5,August,8,19,1,0,,238-9,5,6,1.0,0.543,0.59,Clear,Clear,90.0,12,0,1,1,"Player bobblehead presented by Lime, first 1000 fans",1,0.0,1,6470.0,0.1592,1116.0,17.26,Giveaway,85F+,4,Giveaway,0,Giveaway
20260802,238,400,5189.0,1,night,Sunday,6,August,8,19,1,0,,238-9,6,6,1.0,0.547,0.585,Clear,Clear,92.0,5,0,0,0,,1,1.0,1,4664.0,0.1067,525.0,11.25,No giveaway,85F+,4,Adjacent to a giveaway,1,+1 games
20260811,238,342,4012.0,1,night,Tuesday,1,August,8,20,0,0,,238-10,1,6,9.0,0.558,0.522,Clear,Clear,100.0,9,0,0,0,,0,,1,3958.0,0.0135,54.0,1.36,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260812,238,342,3405.0,1,night,Wednesday,2,August,8,20,0,0,,238-10,2,6,1.0,0.561,0.517,Clear,Clear,101.0,8,0,0,0,,0,,1,3826.0,-0.1165,-421.0,-10.99,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260813,238,342,3755.0,1,night,Thursday,3,August,8,20,0,0,,238-10,3,6,1.0,0.565,0.513,Clear,Clear,102.0,9,0,0,0,,0,,1,4090.0,-0.0855,-335.0,-8.2,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260814,238,342,7358.0,1,night,Friday,4,August,8,21,1,0,,238-10,4,6,1.0,0.56,0.517,Clear,Clear,100.0,10,0,0,0,,0,,1,5957.0,0.2112,1401.0,23.52,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260815,238,342,7012.0,1,night,Saturday,5,August,8,21,1,0,,238-10,5,6,1.0,0.564,0.513,Clear,Clear,99.0,8,0,0,0,,0,,1,5743.0,0.1997,1269.0,22.1,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260816,238,342,4108.0,1,night,Sunday,6,August,8,21,1,0,,238-10,6,6,1.0,0.568,0.508,Cloudy,Partly Cloudy,103.0,6,0,0,0,,0,,1,3910.0,0.0495,198.0,5.07,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260825,238,4904,4269.0,1,night,Tuesday,1,August,8,22,0,0,,238-11,1,6,9.0,0.56,0.405,Cloudy,Partly Cloudy,95.0,12,0,0,0,,0,,1,4492.0,-0.0509,-223.0,-4.97,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260826,238,4904,3522.0,2,night,Wednesday,2,August,8,22,0,0,,238-11,2,6,1.0,0.559,0.406,Cloudy,Partly Cloudy,92.0,6,0,0,0,,0,,1,4627.0,-0.2729,-1105.0,-23.89,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260827,238,4904,3788.0,1,night,Thursday,3,August,8,22,0,0,,238-11,3,6,1.0,0.555,0.411,Clear,Clear,95.0,9,0,0,0,,0,,1,4825.0,-0.2419,-1037.0,-21.49,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260828,238,4904,8108.0,1,night,Friday,4,August,8,23,1,0,,238-11,4,6,1.0,0.558,0.408,Clear,Clear,97.0,10,0,0,0,,0,,1,6526.0,0.217,1582.0,24.24,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260829,238,4904,8364.0,1,night,Saturday,5,August,8,23,1,0,,238-11,5,6,1.0,0.562,0.405,Cloudy,Partly Cloudy,100.0,9,0,0,0,,0,,1,5830.0,0.3609,2534.0,43.46,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260830,238,4904,5650.0,1,night,Sunday,6,August,8,23,1,0,,238-11,6,6,1.0,0.565,0.402,Clear,Clear,101.0,7,0,0,0,,0,,1,4224.0,0.2909,1426.0,33.77,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260331,541,422,3002.0,1,night,Tuesday,1,March,3,1,0,0,,541-1,1,5,,0.0,0.5,Cloudy,Partly Cloudy,60.0,14,0,1,1,2026 Magnet Schedule presented by Great Plains Communication,1,0.0,1,2378.0,0.233,624.0,26.24,Giveaway,55-65F,1,Giveaway,0,Giveaway
20260401,541,422,1470.0,1,day,Wednesday,2,April,4,1,0,0,,541-1,2,5,1.0,0.2,0.4,Cloudy,Overcast,46.0,5,0,0,0,,1,1.0,1,1786.0,-0.1947,-316.0,-17.69,No giveaway,Under 55F,0,Adjacent to a giveaway,1,+1 games
20260402,541,422,1332.0,1,night,Thursday,3,April,4,1,0,0,,541-1,3,5,1.0,0.333,0.333,Cloudy,Overcast,46.0,9,0,0,0,,1,2.0,1,1726.0,-0.2594,-394.0,-22.85,No giveaway,Under 55F,0,Adjacent to a giveaway,1,+2 games
20260404,541,422,1390.0,2,day,Saturday,5,April,4,2,1,0,,541-1,4,5,2.0,0.375,0.375,Cloudy,Partly Cloudy,44.0,21,0,0,0,,1,3.0,1,2389.0,-0.5418,-999.0,-41.83,No giveaway,Under 55F,0,Adjacent to a giveaway,1,3+ away
20260405,541,422,2192.0,1,day,Sunday,6,April,4,2,1,0,,541-1,5,5,1.0,0.444,0.333,Clear,Sunny,59.0,10,0,0,0,,1,4.0,1,2353.0,-0.0707,-161.0,-6.83,No giveaway,55-65F,1,Adjacent to a giveaway,1,3+ away
20260414,541,484,1699.0,1,day,Tuesday,1,April,4,3,0,0,,541-2,1,6,9.0,0.533,0.25,Cloudy,Partly Cloudy,73.0,2,0,0,0,,0,,1,2473.0,-0.3753,-774.0,-31.29,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260415,541,484,7690.0,1,day,Wednesday,2,April,4,3,0,0,,541-2,2,6,1.0,0.562,0.235,Cloudy,Cloudy,65.0,2,0,0,0,,0,,1,2357.0,1.1827,5333.0,226.33,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260416,541,484,2621.0,1,night,Thursday,3,April,4,3,0,0,,541-2,3,6,1.0,0.529,0.278,Clear,Clear,80.0,15,0,0,0,,0,,1,2308.0,0.1271,313.0,13.55,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260417,541,484,2069.0,1,night,Friday,4,April,4,4,1,0,,541-2,4,6,1.0,0.556,0.263,Cloudy,Overcast,53.0,19,0,0,0,,0,,1,2734.0,-0.2786,-665.0,-24.31,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260418,541,484,2052.0,1,day,Saturday,5,April,4,4,1,0,,541-2,5,6,1.0,0.526,0.3,Cloudy,Partly Cloudy,52.0,7,0,0,0,,0,,1,2847.0,-0.3274,-795.0,-27.92,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260419,541,484,2604.0,1,day,Sunday,6,April,4,4,1,0,,541-2,6,6,1.0,0.55,0.286,Clear,Sunny,61.0,8,0,0,0,,0,,1,2388.0,0.0867,216.0,9.06,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260428,541,416,2776.0,1,day,Tuesday,1,April,4,5,0,0,,541-3,1,6,9.0,0.444,0.607,Cloudy,Overcast,51.0,5,0,0,0,,0,,1,1809.0,0.4284,967.0,53.48,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260429,541,416,2406.0,1,night,Wednesday,2,April,4,5,0,0,,541-3,2,6,1.0,0.429,0.621,Clear,Clear,62.0,3,0,0,0,,0,,1,1836.0,0.2702,570.0,31.02,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260430,541,416,2243.0,1,night,Thursday,3,April,4,5,0,0,,541-3,3,6,1.0,0.448,0.6,Cloudy,Partly Cloudy,56.0,12,0,0,0,,0,,1,1871.0,0.1814,372.0,19.89,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260501,541,416,4640.0,1,night,Friday,4,May,5,6,1,0,,541-3,4,6,1.0,0.433,0.613,Clear,Clear,56.0,12,0,0,0,,0,,1,3461.0,0.2932,1179.0,34.07,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260502,541,416,3146.0,1,night,Saturday,5,May,5,6,1,0,,541-3,5,6,1.0,0.452,0.594,Clear,Clear,67.0,7,0,0,0,,0,,1,3664.0,-0.1524,-518.0,-14.14,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260503,541,416,2549.0,1,day,Sunday,6,May,5,6,1,0,,541-3,6,6,1.0,0.438,0.606,Clear,Sunny,72.0,7,0,0,0,,0,,1,3112.0,-0.1997,-563.0,-18.1,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260512,541,512,2045.0,1,night,Tuesday,1,May,5,7,0,0,,541-4,1,6,9.0,0.436,0.525,Clear,Clear,79.0,15,0,0,0,,0,,1,2679.0,-0.27,-634.0,-23.66,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260513,541,512,3506.0,1,day,Wednesday,2,May,5,7,0,0,,541-4,2,6,1.0,0.45,0.512,Clear,Sunny,73.0,3,0,0,0,,0,,1,3010.0,0.1525,496.0,16.48,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260514,541,512,2682.0,1,night,Thursday,3,May,5,7,0,0,,541-4,3,6,1.0,0.463,0.5,Cloudy,Partly Cloudy,79.0,15,0,0,0,,0,,1,2891.0,-0.0751,-209.0,-7.24,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260515,541,512,3842.0,1,night,Friday,4,May,5,8,1,0,,541-4,4,6,1.0,0.452,0.512,Cloudy,Overcast,86.0,12,0,0,0,,0,,1,3861.0,-0.0049,-19.0,-0.48,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260516,541,512,5075.0,1,night,Saturday,5,May,5,8,1,0,,541-4,5,6,1.0,0.465,0.5,Cloudy,Overcast,78.0,11,0,0,0,,0,,1,3830.0,0.2815,1245.0,32.52,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260517,541,512,4274.0,1,day,Sunday,6,May,5,8,1,0,,541-4,6,6,1.0,0.477,0.489,Cloudy,Cloudy,83.0,12,0,0,0,,0,,1,3127.0,0.3123,1147.0,36.66,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260526,541,235,1798.0,1,night,Tuesday,1,May,5,9,0,0,,541-5,1,6,9.0,0.49,0.596,Clear,Clear,88.0,10,0,0,0,,1,-4.0,1,2438.0,-0.3043,-640.0,-26.24,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260527,541,235,2766.0,1,night,Wednesday,2,May,5,9,0,0,,541-5,2,6,1.0,0.481,0.604,Cloudy,Overcast,86.0,5,0,0,0,,1,-3.0,1,2447.0,0.1224,319.0,13.02,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260528,541,235,3282.0,1,night,Thursday,3,May,5,9,0,0,,541-5,3,6,1.0,0.472,0.611,Cloudy,Overcast,82.0,10,0,0,0,,1,-2.0,1,2748.0,0.1775,534.0,19.42,No giveaway,75-85F,3,Adjacent to a giveaway,1,-2 games
20260529,541,235,3872.0,1,night,Friday,4,May,5,10,1,0,,541-5,4,6,1.0,0.481,0.6,Cloudy,Partly Cloudy,74.0,10,0,0,0,,1,-1.0,1,3937.0,-0.0167,-65.0,-1.65,No giveaway,65-75F,2,Adjacent to a giveaway,1,-1 games
20260530,541,235,6330.0,1,night,Saturday,5,May,5,10,1,0,,541-5,5,6,1.0,0.473,0.607,Cloudy,Cloudy,80.0,14,0,1,1,Runza Hockey Jersey presented by Runza,1,0.0,1,3671.0,0.5448,2659.0,72.42,Giveaway,75-85F,3,Giveaway,0,Giveaway
20260531,541,235,4060.0,1,night,Sunday,6,May,5,10,1,0,,541-5,6,6,1.0,0.464,0.614,Cloudy,Overcast,86.0,5,0,0,0,,1,1.0,1,2604.0,0.4441,1456.0,55.92,No giveaway,85F+,4,Adjacent to a giveaway,1,+1 games
20260609,541,400,3089.0,1,night,Tuesday,1,June,6,11,0,0,,541-6,1,6,9.0,0.444,0.597,Cloudy,Cloudy,88.0,16,0,0,0,,0,,1,2633.0,0.1596,456.0,17.31,No giveaway,85F+,4,Clean control,2,No giveaway in homestand
20260610,541,400,3105.0,1,day,Wednesday,2,June,6,11,0,0,,541-6,2,6,1.0,0.453,0.587,Cloudy,Partly Cloudy,85.0,8,0,0,0,,0,,1,3021.0,0.0276,84.0,2.8,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260611,541,400,3275.0,1,night,Thursday,3,June,6,11,0,0,,541-6,3,6,1.0,0.446,0.594,Clear,Clear,78.0,17,0,0,0,,0,,1,3029.0,0.0781,246.0,8.13,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260612,541,400,4057.0,1,night,Friday,4,June,6,12,1,0,,541-6,4,6,1.0,0.455,0.585,Cloudy,Partly Cloudy,80.0,10,0,0,0,,0,,1,4212.0,-0.0374,-155.0,-3.67,No giveaway,75-85F,3,Clean control,2,No giveaway in homestand
20260613,541,400,3074.0,1,night,Saturday,5,June,6,12,1,0,,541-6,5,6,1.0,0.448,0.591,Cloudy,Overcast,73.0,15,0,0,0,,0,,1,4020.0,-0.2682,-946.0,-23.53,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260614,541,400,4660.0,1,day,Sunday,6,June,6,12,1,0,,541-6,6,6,1.0,0.441,0.597,Cloudy,Partly Cloudy,69.0,14,0,0,0,,0,,1,3317.0,0.34,1343.0,40.5,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260623,541,445,2083.0,1,night,Tuesday,1,June,6,13,0,0,,541-7,1,12,9.0,0.453,0.547,Cloudy,Partly Cloudy,76.0,4,0,0,0,,1,-3.0,1,2868.0,-0.3197,-785.0,-27.36,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260624,541,445,2933.0,1,night,Wednesday,2,June,6,13,0,0,,541-7,2,12,1.0,0.447,0.553,Clear,Clear,81.0,5,0,0,0,,1,-2.0,1,2779.0,0.054,154.0,5.54,No giveaway,75-85F,3,Adjacent to a giveaway,1,-2 games
20260625,541,445,3666.0,1,night,Thursday,3,June,6,13,0,0,,541-7,3,12,1.0,0.455,0.545,Cloudy,Cloudy,71.0,5,0,0,0,,1,-1.0,1,3073.0,0.1765,593.0,19.3,No giveaway,65-75F,2,Adjacent to a giveaway,1,-1 games
20260626,541,445,4685.0,1,night,Friday,4,June,6,14,1,0,,541-7,4,12,1.0,0.449,0.551,Cloudy,Partly Cloudy,80.0,4,0,1,1,Pink out the Park Storm Chasers T-Shirt,1,0.0,1,4260.0,0.095,425.0,9.97,Giveaway,75-85F,3,Giveaway,0,Giveaway
20260627,541,445,4111.0,1,night,Saturday,5,June,6,14,1,0,,541-7,5,12,1.0,0.456,0.544,Cloudy,Cloudy,79.0,5,0,0,0,,1,1.0,1,4045.0,0.0162,66.0,1.63,No giveaway,75-85F,3,Adjacent to a giveaway,1,+1 games
20260628,541,445,4997.0,1,night,Sunday,6,June,6,14,1,0,,541-7,6,12,1.0,0.45,0.55,Clear,Clear,95.0,17,0,0,0,,1,2.0,1,2553.0,0.6715,2444.0,95.71,No giveaway,85F+,4,Adjacent to a giveaway,1,+2 games
20260630,541,484,1531.0,1,night,Tuesday,1,June,6,14,0,0,,541-7,7,12,2.0,0.444,0.427,Cloudy,Partly Cloudy,88.0,8,0,0,0,,1,3.0,1,2996.0,-0.6712,-1465.0,-48.89,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260701,541,484,2087.0,1,night,Wednesday,2,July,7,14,0,0,,541-7,8,12,1.0,0.451,0.422,Cloudy,Partly Cloudy,86.0,12,0,0,0,,1,4.0,1,2659.0,-0.2423,-572.0,-21.52,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260702,541,484,2767.0,1,night,Thursday,3,July,7,14,0,0,,541-7,9,12,1.0,0.446,0.429,Clear,Clear,91.0,10,0,0,0,,1,5.0,1,2743.0,0.0088,24.0,0.88,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260703,541,484,6540.0,1,night,Friday,4,July,7,15,1,0,,541-7,10,12,1.0,0.44,0.435,Cloudy,Cloudy,74.0,2,0,0,0,,1,6.0,1,4262.0,0.4283,2278.0,53.46,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260704,541,484,7775.0,1,night,Saturday,5,July,7,15,1,1,Independence Day,541-7,11,12,1.0,0.435,0.442,Clear,Clear,83.0,2,0,0,0,,1,7.0,1,4226.0,0.6097,3549.0,83.98,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260705,541,484,2139.0,1,day,Sunday,6,July,7,15,1,0,,541-7,12,12,1.0,0.442,0.437,Cloudy,Partly Cloudy,87.0,2,0,0,0,,1,8.0,1,3158.0,-0.3896,-1019.0,-32.27,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260717,541,1410,4863.0,1,night,Friday,4,July,7,17,1,0,,541-8,1,3,12.0,0.441,0.479,Cloudy,Partly Cloudy,92.0,9,0,1,1,Storm Chasers Ice Cream Jersey,1,0.0,1,3303.0,0.3868,1560.0,47.22,Giveaway,85F+,4,Giveaway,0,Giveaway
20260718,541,1410,5065.0,1,night,Saturday,5,July,7,17,1,0,,541-8,2,3,1.0,0.447,0.474,Cloudy,Partly Cloudy,90.0,4,0,1,1,Jac Caglianone Bobblehead presented by IAMS Wealth Management,1,0.0,1,3843.0,0.2761,1222.0,31.8,Giveaway,85F+,4,Giveaway,0,Giveaway
20260719,541,1410,5072.0,1,night,Sunday,6,July,7,17,1,0,,541-8,3,3,1.0,0.453,0.469,Cloudy,Cloudy,95.0,4,0,0,0,,1,1.0,1,2649.0,0.6497,2423.0,91.49,No giveaway,85F+,4,Adjacent to a giveaway,1,+1 games
20260728,541,1960,2373.0,1,night,Tuesday,1,July,7,18,0,0,,541-9,1,6,9.0,0.48,0.569,Clear,Clear,92.0,7,0,0,0,,1,-4.0,1,2495.0,-0.05,-122.0,-4.88,No giveaway,85F+,4,Adjacent to a giveaway,1,3+ away
20260729,541,1960,2727.0,1,day,Wednesday,2,July,7,18,0,0,,541-9,2,6,1.0,0.476,0.573,Cloudy,Cloudy,80.0,3,0,0,0,,1,-3.0,1,3092.0,-0.1258,-365.0,-11.82,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260730,541,1960,4046.0,1,night,Thursday,3,July,7,18,0,0,,541-9,3,6,1.0,0.471,0.577,Cloudy,Cloudy,83.0,5,0,0,0,,1,-2.0,1,2936.0,0.3207,1110.0,37.81,No giveaway,75-85F,3,Adjacent to a giveaway,1,-2 games
20260731,541,1960,6058.0,1,night,Friday,4,July,7,19,1,0,,541-9,4,6,1.0,0.476,0.571,Cloudy,Cloudy,73.0,18,0,0,0,,1,-1.0,1,4225.0,0.3604,1833.0,43.38,No giveaway,65-75F,2,Adjacent to a giveaway,1,-1 games
20260801,541,1960,5035.0,1,night,Saturday,5,August,8,19,1,0,,541-9,5,6,1.0,0.481,0.566,Clear,Clear,84.0,5,0,1,1,Storm Chasers Hawaiian Shirt,1,0.0,1,3775.0,0.2881,1260.0,33.39,Giveaway,75-85F,3,Giveaway,0,Giveaway
20260802,541,1960,6055.0,1,night,Sunday,6,August,8,19,1,0,,541-9,6,6,1.0,0.477,0.57,Clear,Clear,88.0,3,0,0,0,,1,1.0,1,2689.0,0.8117,3366.0,125.18,No giveaway,85F+,4,Adjacent to a giveaway,1,+1 games
20260818,541,534,2032.0,1,night,Tuesday,1,August,8,21,0,0,,541-10,1,6,16.0,0.475,0.605,Cloudy,Partly Cloudy,84.0,5,0,0,0,,1,-4.0,1,2419.0,-0.1745,-387.0,-16.01,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260819,541,534,2145.0,1,night,Wednesday,2,August,8,21,0,0,,541-10,2,6,1.0,0.471,0.608,Clear,Clear,80.0,3,0,0,0,,1,-3.0,1,2651.0,-0.2116,-506.0,-19.07,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
20260820,541,534,3831.0,1,night,Thursday,3,August,8,21,0,0,,541-10,3,6,1.0,0.467,0.612,Cloudy,Partly Cloudy,82.0,5,0,0,0,,1,-2.0,1,2861.0,0.2919,970.0,33.9,No giveaway,75-85F,3,Adjacent to a giveaway,1,-2 games
20260821,541,534,4810.0,1,night,Friday,4,August,8,22,1,0,,541-10,4,6,1.0,0.471,0.607,Clear,Clear,84.0,1,0,0,0,,1,-1.0,1,3951.0,0.1967,859.0,21.74,No giveaway,75-85F,3,Adjacent to a giveaway,1,-1 games
20260822,541,534,6089.0,1,night,Saturday,5,August,8,22,1,0,,541-10,5,6,1.0,0.467,0.61,Clear,Clear,84.0,6,0,1,1,Noah Cameron Bobblehead,1,0.0,1,3731.0,0.4899,2358.0,63.22,Giveaway,75-85F,3,Giveaway,0,Giveaway
20260823,541,534,3077.0,1,night,Sunday,6,August,8,22,1,0,,541-10,6,6,1.0,0.463,0.613,Cloudy,Cloudy,74.0,6,0,0,0,,1,1.0,1,2855.0,0.0747,222.0,7.76,No giveaway,65-75F,2,Adjacent to a giveaway,1,+1 games
20260327,2310,529,6055.0,1,day,Friday,4,March,3,1,1,0,,2310-1,1,3,,0.0,1.0,Cloudy,Partly Cloudy,68.0,4,0,1,1,2026 magnet schedule at all gates,1,0.0,0,,,,,Giveaway,65-75F,2,Giveaway,0,Giveaway
20260328,2310,529,5682.0,1,day,Saturday,5,March,3,1,1,0,,2310-1,2,3,1.0,0.5,0.5,Cloudy,Partly Cloudy,75.0,9,0,0,0,,1,1.0,0,,,,,No giveaway,65-75F,2,Adjacent to a giveaway,1,+1 games
20260329,2310,529,4663.0,1,day,Sunday,6,March,3,1,1,0,,2310-1,3,3,1.0,0.333,0.667,Clear,Sunny,68.0,2,0,0,0,,1,2.0,0,,,,,No giveaway,65-75F,2,Adjacent to a giveaway,1,+2 games
20260407,2310,561,2910.0,1,night,Tuesday,1,April,4,2,0,0,,2310-2,1,12,9.0,0.6,0.3,Cloudy,Partly Cloudy,65.0,12,0,0,0,,0,,0,,,,,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260408,2310,561,2994.0,1,night,Wednesday,2,April,4,2,0,0,,2310-2,2,12,1.0,0.636,0.273,Cloudy,Partly Cloudy,68.0,13,0,0,0,,0,,0,,,,,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260409,2310,561,2933.0,1,night,Thursday,3,April,4,2,0,0,,2310-2,3,12,1.0,0.667,0.25,Cloudy,Cloudy,58.0,10,0,0,0,,0,,0,,,,,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260410,2310,561,3889.0,1,night,Friday,4,April,4,3,1,0,,2310-2,4,12,1.0,0.615,0.308,Cloudy,Cloudy,53.0,13,0,0,0,,0,,0,,,,,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260411,2310,561,4316.0,1,day,Saturday,5,April,4,3,1,0,,2310-2,5,12,1.0,0.643,0.286,Cloudy,Cloudy,55.0,10,0,0,0,,0,,0,,,,,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260412,2310,561,2715.0,1,day,Sunday,6,April,4,3,1,0,,2310-2,6,12,1.0,0.6,0.333,Cloudy,Cloudy,45.0,9,0,0,0,,0,,0,,,,,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260414,2310,400,2849.0,1,night,Tuesday,1,April,4,3,0,0,,2310-2,7,12,2.0,0.562,0.571,Clear,Clear,58.0,14,0,0,0,,0,,0,,,,,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260415,2310,400,2500.0,1,night,Wednesday,2,April,4,3,0,0,,2310-2,8,12,1.0,0.529,0.6,Cloudy,Partly Cloudy,58.0,18,0,0,0,,0,,0,,,,,No giveaway,55-65F,1,Clean control,2,No giveaway in homestand
20260416,2310,400,2590.0,1,night,Thursday,3,April,4,3,0,0,,2310-2,9,12,1.0,0.5,0.625,Clear,Clear,49.0,14,0,0,0,,0,,0,,,,,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260417,2310,400,5212.0,1,night,Friday,4,April,4,4,1,0,,2310-2,10,12,1.0,0.526,0.588,Cloudy,Partly Cloudy,53.0,5,0,0,0,,0,,0,,,,,No giveaway,Under 55F,0,Clean control,2,No giveaway in homestand
20260418,2310,400,6580.0,1,day,Saturday,5,April,4,4,1,0,,2310-2,11,12,1.0,0.5,0.611,Clear,Sunny,70.0,3,0,0,0,,0,,0,,,,,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260419,2310,400,5136.0,1,day,Sunday,6,April,4,4,1,0,,2310-2,12,12,1.0,0.524,0.579,Cloudy,Cloudy,69.0,9,0,0,0,,0,,0,,,,,No giveaway,65-75F,2,Clean control,2,No giveaway in homestand
20260428,2310,5434,5412.0,1,day,Tuesday,1,April,4,5,0,0,,2310-3,1,6,9.0,0.464,0.571,Cloudy,Partly Cloudy,53.0,5,0,0,0,,1,-4.0,0,,,,,No giveaway,Under 55F,0,Adjacent to a giveaway,1,3+ away
20260429,2310,5434,2946.0,1,night,Wednesday,2,April,4,5,0,0,,2310-3,2,6,1.0,0.483,0.552,Cloudy,Partly Cloudy,69.0,5,0,0,0,,1,-3.0,0,,,,,No giveaway,65-75F,2,Adjacent to a giveaway,1,3+ away
20260430,2310,5434,3106.0,1,night,Thursday,3,April,4,5,0,0,,2310-3,3,6,1.0,0.5,0.533,Cloudy,Partly Cloudy,70.0,10,0,0,0,,1,-2.0,0,,,,,No giveaway,65-75F,2,Adjacent to a giveaway,1,-2 games
20260501,2310,5434,5112.0,1,night,Friday,4,May,5,6,1,0,,2310-3,4,6,1.0,0.516,0.516,Cloudy,Cloudy,72.0,8,0,0,0,,1,-1.0,0,,,,,No giveaway,65-75F,2,Adjacent to a giveaway,1,-1 games
20260502,2310,5434,6709.0,1,day,Saturday,5,May,5,6,1,0,,2310-3,5,6,1.0,0.5,0.531,Cloudy,Overcast,72.0,10,0,1,1,Dog bandana (Scooby Doo Night),1,0.0,0,,,,,Giveaway,65-75F,2,Giveaway,0,Giveaway
20260503,2310,5434,4508.0,1,day,Sunday,6,May,5,6,1,0,,2310-3,6,6,1.0,0.515,0.515,Cloudy,Partly Cloudy,69.0,8,0,0,0,,1,1.0,0,,,,,No giveaway,65-75F,2,Adjacent to a giveaway,1,+1 games
20260512,2310,400,2879.0,1,night,Tuesday,1,May,5,7,0,0,,2310-4,1,6,9.0,0.525,0.5,Cloudy,Partly Cloudy,83.0,14,0,0,0,,1,-4.0,0,,,,,No giveaway,75-85F,3,Adjacent to a giveaway,1,3+ away
